postid,tags,title,question,answers,words,creation_date,Related
13319348,glassfish-3 java jsf-2 spring-security,except deploy app sun glassfish enterpris server v3,use spring framework version 3.1 anf jsf 2.0 try deploy war file sun glassfish enterpris server v3 get weird error deploy time except deploy app java.lang.runtimeexcept web9033 unabl load class name [org.springframework.security.annotation.jsr250methoddefinitionsource] reason java.lang.noclassdeffounderror org/springframework/security/intercept/method/abstractfallbackmethoddefinitionsourc,,security,2012-11-10 04:47:07.143 UTC,Yes
41526160,boolean java passwords string,java troubl check password string valid,tri take user input string check password make sure two thing password minimum 8 charact password contain letter number problem this:check password minimum 8 charact work check make sure contain letter number work simpli termin without give singl messag minimum amount numbers/lett enter howev see charact letter number print pleas enter password ### password contain letter number password contain letter number password contain letter number password accepted! output pleas enter password ### password contain letter number pleas enter password test1234 password accepted! help great,"simplifi code bit first start check test charact password stop invalid final check password valid display accept messag main error check code loop,when see wrong charact need continu loop,simpli kind check",password|validate,2017-01-07 20:25:55.557 UTC,Yes
20321302,aes c encryption openssl pkcs#7,output aes/ecb/pkcs7 c java,hi use aes/ecb/pkcs7 mode encrypt individu c&amp java encrypt &amp decrypt work fine c encrypt data encrypt data java. post code c languag java need encrypt c decrypt java pleas assist c code aes/ecb/pkcs7 correct ?? use openssl c code java code,least handl return amount data check buffer handling! furthermor java instead convert byte array hexadecim,aes|encrypt|crypt|openssl,2013-12-02 05:11:57.877 UTC,Yes
44680990,amazon-ec2 ios ruby sinatra spotify,safe ip run sinatra rubi app ios applic,build ios app aws ec2 instanc run sinatra app refresh swap spotifi sdk access token wonder safeti issu url applic know aws ec2 instanc secur make http secur ip senseif even need so? rubi file xcode post safe do? handl correctly?bi request sent ip access anyon put anyon els use applic danger inform stolen view,http avail domain name avail ip ip expos mitm attack data plain text fli around anyon eavesdrop request code paramet swap request guess code credenti correct? yes better grab domain name use aws route53 buy cheap ssl certif associ domain ios side enabl http instead http commun server noth sinatra app know ssl/http take look beginn tutori http://www.hongkiat.com/blog/ssl-certs-guid,safe|security|danger|availability|mitm|attack|eavesdropping|credential|ssl|certificate,2017-06-21 15:57:50.457 UTC,Yes
43865975,java javascript spring spring-security,mime type text/plain execut strict mime type check enabl,build spring mvc applic spring secur bootstrap html file jsp current work fix follow error applic refus execut script http://localhost:8080/app/template/js/modernizr.min.j mime type text/html execut strict mime type check enabl login page app error messag come chrome develop consol basic configur - appconfigurationapplication.java - mvcconfig.java - respons header request error occur applic open first time browser proceed login come back login page error occur edit1 -web.xml file static path file must configur spring secur load css/j file /static resourc directori,solut add code web.xml file,scripting|security|login,2017-05-09 09:22:01.273 UTC,Yes
60203553,javascript java sha256 hmac,java javascript gener differ output base64 hmac sha256,creat similar function java javascript output base64 string hmac sha 256 encrypt output given javascript output java output error code,valu javascript version valu java version? plea try base64 repr javascript instead ? utf-8 make differ java version try remov simpli everywh,scripting|sha|hmac|encrypt,13/02/2020 8:40,Yes
39753960,client-certificates java java-security jmx,error connect jmx caus sslhandshakeexcept,newbi jmx need creat custom jmx client connect remot server read data mbean app code far launch app follow error modifi add full stack trace help appreci,problem lack server certif client keystor,certificate|security,2016-09-28 17:22:12.487 UTC,Yes
12532772,download html internet-explorer-8 javascript security,optim prevent ie8 secur banner appear user download file,src attribut ifram download url appendchild add ifram bodi page trigger download url download fulli qualifi ie http://example.abc.com/download/ download trigger secur bar url http://example/download/ download goe without secur bar someon explain happening? understand ie8 throw secur bar page tri download file url differ page url think picki current page url fulli qualifi think result get revers good solut chop portion full domain order avoid secur banner,easiest avoid secur warn open download url new window instead exampl html javascript ・・ｪ view exampl js bin,scripting|security,2012-09-21 14:42:51.983 UTC,Yes
2673476,apache php security,hacker put file server root apach php 1and1,site host 1and1 coupl week ago notic hacker put .php file server view browser expos db schema db connect string ftp account file upload use form etc etc natur panick wipe server reupload file fortunatley encrypt password use md5 store thing credit card detail etc etc check file user input clean function htmlentiti sql_real_escape_str etc etc strip input xss sql inject made sure session key get re-engin user statu chang log account prevent session hijack folder permiss 755 file permiss 644 anyon got idea happened? miss someth,one option upload script kind exampl see poorli protect imag upload script allow behaviour actual seen script resiz imag fly use variabl locat imag resiz worth check usag possibl weak possibl access server via ssh check command run recent use command usual caus trojan hors steal password ftp client develop pc,security|hack|encrypt|password|md5|xss|sql injection|hijacking|scripting|protect|ssh|trojan|steal,2010-04-20 07:57:31.513 UTC,Yes
61128063,docker ssh dokku dokku-alt,dokku ssh work public key store id_rsa.pub,environ ubuntu server v 18.04 dokku v 0.20.3 server ip 192.168.x.i problem:from local system run command ask password question:i ad new ssh key gave new name id_rsa_dokku.pub.when ad new ssh id_rsa_dokku.pub dokku server never works.onli copi old key id_rsa.pub work why? ssh work id_rsa.pub,final add key command server,ssh|public key|rsa|password,9/04/2020 18:41,Yes
56238398,aes encryption java python python-3.x,aes encrypt java python vice versa,tri encrypt decrypt string python java vice versa problem try encrypt java decrypt python key python algorithm decrypt java output output someth tri convert java code python code encrypt &amp decrypt success get wrong data understand salt variabl use ? calcul iv paramet work,,aes|encrypt|crypt|salt,2019-05-21 12:33:59.11 UTC,Yes
13749677,encryption private-key public-key ruby security,fulli encrypt data rubi use privat key encrypt,first info system basic etend solut construct industri list item system multipl compani compani multipl user compani creat multipl auction compani submit bid avail auction bid consist hundr thousand individu item need encrypt price section record problem face larg custom want us ever access bid price least bid progress total understand right simpli encrypt price via symmetr encrypt even though price effect encrypt databas concern key decrypt price thu look form public key encrypt system.her initi thought solut compani sign creat public/priv keypair use openssl save s3 straight databas realli use enforc user strong password privat key cours save databas compani submit bid auction encrypt price use public key auction owner compani save databas auction bid period issu compani want gener report first time ask input password along compani privat key decrypt price make subsequ traffic faster cach decrypt data mayb encrypt use simpl symetr encrypt system question unfortun secur expert sorri stupid question make sens total ludicr overkil solution? gener key use openssl openpgp anoth solution? happen user want chang password gener new key? decrypt/re-encod everyth new key? pitfal solution? better solut recommend,compani sign creat public/priv keypair use openssl save s3 straight databas realli use enforc user strong password privat key cours save databas bit sceptic step develop compani gener public privat key use encrypt mean 50% abl break encrypt thing protect custom password abl bruteforc suggest abil pki describ need ensur key creation happen system client creat pair system provid publoic key encrypt price client abl decrypt use privat key sole control pitfal solution? pitfal make complex solut especi follow advic place trust custom lose privat key and/or password els abl decrypt price addit key leak side difficult prove applic innoc gener key use openssl openpgp anoth solution? order prevent pitfal custom lose key want look pgp commerci version sure concept adk addit decrypt key split key idea besid encrypt public key custom encrypt corpor key use x number peopl come togeth exampl 10 peopl possess part key 6 come togeth reconstruct key part share amongst compani client lawyer etc suggest want solv use encryption. user compani gener openpgp gnupg asymmetr public/priv key pair public key upload public key server compani option sign public key individu user design trust relationship user revok signatur relationship chang auction non-partisan arbit gener key pair push public key public key server part auction registr process user import public key auction auction import public key user trust third parti perhap saa vendor outsid auction host servic user auction commun bid user creat bid sign bid privat key encrypt propos price two key public key auction public key submit bid trust third parti servic need enforc embargo user retriev bid auction expir auction end auction end auction retriev bid decrypt verifi signatur coupl key point essenti user compani privat key ever share store within servic -- real flaw see propos methodolog question case possibl one user accus administr fraud tamper bid administr server ultim access privat key user sinc gener along line essenti commun bid cryptograph sign truli privat key user know bid came one particular user user bid tamper encrypt bid public key bid user auction ensur third parti saa vendor introspect bid blackout period auction open believ import point solv problem describ note actual prefer encrypt bid ring bid user design want make bid public auction close slight modif algorithm describ interest full disclosur perhap subtl market happen architect cto compani call gazzang implement product call ztruste oper exactli describ ;- clear hunch client probabl will sacrific conveni come system manag cryptographi probabl present sever option weak vs conveni gener point anyth els start start explicit threat model cover everi possibl attack think even choos address attack unrealist handl everyth ferret obviou attack least basic step handl other occur make sense? think gener premis overkil part custom make sens secur perspect client want cryptograph secur system fair enough howev point propos solut allow client pass password wire attack client seem think need man middl password gain access price data ssl help mitig errant log line somewher along line well expos client password accid truli cryptograph secur see client ensur access price data encrypt system act broker encrypt data effect make broker encrypt packet public key system never see privat key question client will manag key burdensom them? abl autom least client app/websit handl store privat key local respons gather public key interest parti order decrypt encrypt bid gener key use openssl openpgp anoth solution? realli matter much option defin contain format public/priv key metadata whichev one fit language/platform best main decis point encrypt algorithm key strength rsa-2048? rsa-4096? ellipt curve? someth else? specif rubi probabl go want openssl librari sinc part standard librari reiter point even better server never even see privat key client ok trade better secur conveni happen user want chang password gener new key? chang password trivial privat key self encrypt w/ symmetr algorithm chang password involv decrypt exist key re-encrypt new key client lose password recoveri gener new key probabl safer requir dilig part encrypt payload need identifi key match client multipl key activ time good thing though common practic rotat key regularli even compromis,encrypt|crypt|public-key|security|private key|availability|public key|signing|openssl|ssl|password|pgp|encode|protect|pki|trust|leak|gnupg|signature|fraud|tampering|disclosure|threat|attack|rsa|safe,2012-12-06 18:00:09.48 UTC,Yes
46491761,php security session symfony,redirect login page session timeout symfoni,problem session time refresh page 500 error imposs access attribut id null variabl id empti want redirect login page user refresh page session expir it? falow log user automat period inactivity? tri listen kernel action modifi tokenstorageinterfac authorizationcheck error type error argument 2 pass ge\candidatbundle\eventlistener\sessionidlehandler::__construct must implement interfac symfony\component\security\core\authentication\token\storage\tokenstorageinterfac instanc symfony\component\security\core\authorization\authorizationcheck given services.yml:i modifi @security.context @security.authorization_check security.context servic deprec parameters.yml refresh page 500 error work,,security|login|authorise|authentication,2017-09-29 15:06:18.087 UTC,Yes
22517402,c# phpseclib,phpseclib sign verifi c,need sign string privat key use rsa phpseclib verifi c# seen mani exampl encrypt c# decrypt php none sign string php verifi .net php code attempt read file verifi c# verfic fail,sign code base64encod origin string write string output file howev c# side read valu unsignedstr never revers base64 encod end result tri verifi byte base64encod string data verifydata step fail think problem modifi follow line solv problem,signing|private key|rsa|encrypt|crypt|encode,2014-03-19 20:29:37.543 UTC,Yes
40352835,cryptography java rsa,java pkcs#1 encod file,implement rsa key pair gener java gener public privat key store valu file pkcs#1 encod file rel new cryptographi anyon give simpl exampl done? note extern java librari sake complet post code use gener public / privat key,ok implement structur pkcs#1 follow code work warn larg untest asn.1 pars follow method show pars thing back data contain field,crypt|rsa|encode|private key,2016-11-01 01:15:29.05 UTC,Yes
41818573,jar java signed,sign jar file recogn java u_121,jndi applic sign digicert certif stop work releas java updat 121 upgrad jdk ran jarsign verifi jarsign -verifi -verbos myapp.jaryield unpars signature-rel file meta-inf/server.rsa previou version jarsign verifi jar file verifi,un-sign resign jar use newer version jarsign fix problem,signing|certificate|signature|rsa,2017-01-24 01:28:12.243 UTC,Yes
11611619,basic-authentication php soap,soap http basic auth put username+password soapact url,protect soap web servic http basic authent wsdl url e.g https://user:pass@example.org/api?wsdl add usernam password soapact attribut wsdl? make trivial easi web servic sinc pass wsdl url soap client set.if put soapact url one explicit configur soap client usernam password apart wsdl url hand put user+pass wsdl mean sensit authent data cach php wsdl file,,authentication|username|password|protect,2012-07-23 11:27:29.99 UTC,Yes
58505739,basic-authentication java rest spring spring-security,spring secur config - 403 forbidden,spring 5.0.7.releas need add basic authent spring applic pretti old applic use old regist config class ad class import shown web.xml 403 forbidden server understood request refus author ad,,authentication|security|authorise,22/10/2019 13:45,Yes
792522,.htaccess php security,htaccess authent php,current websit work got directori file user download realli nice secur method obscur wonder suppli login inform via php htaccess though user enter altern anyon know better secur user download use php accept googl turn htaccess realli help non-savvi user point view log twice everi time websit best guess exclus php store file web root copi web access folder temporarili seem highli ineffici think remov download finish note server run ssh access,php script control access.cr dir outsid webroot insid webroot .htaccess locat download file outsit webroot better make sure one access file locat insid take pear class lib class http_download use class mani advantag rang partial download resum basic cach capabl basic throttl mechan on-the-fli gzip-compress deliveri on-the-fli gener archiv archive_tar archive_zip send pgsql lob without need read data prior send readfil oder forward filepoint header support http rang access restrict session-manag password framework forum etc pear - http_download http://pear.php.net/package/http_download need copi url encod url-encod string correct pear-homepag think either store folder outsid web root folder protect .htaccess php script check user log allow download file ask pass file user exampl link page php.net exampl #1 use fpassthru binari file someon els made comment report correct content-typ true often experi alreadi know file extens pretti easili otherwis alway try look finfo_fil page comment especi imag well ! extens apach lighti nginx good chanc one webserv extens instal authent user use php script add header php script done trigger webserv stream file especi effici php along exampl fastcgi free php process work evert mysql store upload file rather store file better secur opinion googl mysql upload php exampl creat htaccess file use php script user tabl time user access folder troublesom think first option better reinvent wheel? take look file thingi pretti easi instal customis noth els studi sourc learn perform authent step file big gb alway readfil file download mode check user auth ok output file content user otherwis send login page method put file protect .htaccess directori sure nobodi authent access,security|authentication|login|ssh|scripting|password|encode|protect,2009-04-27 07:31:02.357 UTC,Yes
40521333,javascript react-redux reactjs redux,redux input text valu,follow reactj compon login compon make prop via redux name session.authent user session authent present coupl field one usernam anoth password button press button want emit action usernam password valu pass paramet valu two field paramet ? iow want remov hardcod admin password code valu two field achiev ? exampl point new depend want add want keep depend minim use react redux react-redux project,someth,scripting|login|authentication|username|password,2016-11-10 06:37:54.55 UTC,Yes
10906813,javascript logic security,javascript game secur,let say make html5 game use javascript varaibl store dom obvious edit client-sid use firebug maxim secur realli hard edit cheat,polyfil framework hide check http://netjs.codeplex.com/ option implement type sign system noth realli impenetr instanc object lock still manual modifi memori realli tri accomplish end? send represent matrix game game special hash combin talli score server. caus user modifi score correctli modifi state game anyth live client modifi mmorpg charact data live server player hack charact use memori tool hex editor etc actual server keep correct version charact data useless good exampl diablo 2 actual two differ charact one singl player network play player one server one battle.net first case peopl hack charact level point edit memori fly charact file hex editor possibl charact use battle.net anoth simpl exampl quiz limit time answer handl everyth client side player hack modifi elaps time alway best score need store timestamp server well valu comparison answer sum matter javascript c++ assembl rule alway reli client need secur game data someth client access server server-sid game logic need keep sensit data server local copi browser display purpos everi action chang valu server one respons verifi exampl player need solv puzzl never verifi solut client side take exampl hash valu order piec repres string send server verifi hash valu correct increas xp/level player send inform back client store variabl dom wish reason level secur javascript even obfusc easili revers engin defeat local encrypt mechan store key variabl server-sid http maxim secur even client code javascript quit vulner hack,scripting|security|signing|hash|hack|obfuscate|encrypt|vulnerability,2012-06-06 00:28:16.997 UTC,Yes
48237159,c# google-oauth oauth-2.0,possibl redirect googl password page show email page user c# web applic,work c# web applic project need implement goog sign in.implement concept login page user enter email id valid db check exist yes redirect googl password page els user login applic email id regist db gmail ids page direct googl page enter differ email id possibl redirect directli googl password page solut,mostli depend authent provid use default flow similar follow properti special googl login paramet provid tha user e-mail address prefil result trigger extern authent provid case googl kind built asp.net core part default asp.net mvc templat select user authent creat project,oauth|password|signing|login|validate|authentication,2018-01-13 05:23:19.343 UTC,Yes
12478048,openssl python,share cipher error python openssl,server client error server side error client side feel miss someth simpl unabl pin found sever question exactli mine variou place none answer new network program greatli appreci help use ubuntu 10.04 python 2.6,try chang order order code meanful error messag server start client connect realli use webserver.key correspond webserver.crt make sure use rsa key one error lead exampl work test stock 10.04 ubuntu server packag instal apt-get check certificate/ca test server simpl script list avail cipher https://superuser.com/questions/109213/is-there-a-tool-that-can-test-what-ssl-tls-cipher-suites-a-particular-website-of updat 2 order exclud issu certif gener ca server/cli certif http://acs.lbl.gov/~boverhof/openssl_certs.html,openssl|ssl|cipher|rsa|certificate|scripting|availability|tls,2012-09-18 13:29:43.097 UTC,Yes
58711352,credentials jenkins-groovy python shell,pass pipelin credenti paramet python script env variabl,pipelin job credenti paramet user name password groovi file run shell script trigger python file.how pass paramet env python script os.getenv?groovi file code know pipeline-syntax look someth similar correct,correct syntax config.pi file pull valu use,credential|scripting|user name|password,5/11/2019 12:26,Yes
52776648,certificate openssl python ssl ssl-certificate,check certif certif log pc revok use python,db cert ctl use certstream util exampl one certif data want know certif valid use code search &amp seen mani usag pyopenssl https://pyopenssl.org/en/stable/api/crypto.html#revoked-object usag requeir .pem file think creat .cert file open new file still lack .pem file bottom line want json data provid know certif revok pleas tell miss edit need python code encount certvalid - https://github.com/wbond/certvalid run follow code revocation_mod soft-fail mean info far understood,edit final:thank @steffen ullrich work python code,certificate|openssl|ssl|validate|crypt,2018-10-12 09:37:33.577 UTC,Yes
48586958,aes algorithm cryptography hash java,java cryptonight hash algorithm - expand aes key length,work cryptonight algorithm base java cryptocurr miner applic tri implement hash function base document https://cryptonote.org/cns/cns008.txt code usag method look number enter expand key size? see document ask,cryptonight use modifi aes algorithm standard algorithm expand 256 bit key 15 key 128 bit cryptonight need 10 key 128 bit each.so output length 1280 bit 160 byte good articl explain key schedul java code sampl includ case cryptonight modifi aes algorithm http://cryptoexplained.tech/hash-algorithms/aes-key-schedul code sourc https://github.com/cryptoexplained/hash-algorithms/blob/master/src/main/java/tech/cryptoexplained/hash/aes/aes.java,aes|crypt|hash,2018-02-02 16:29:20.083 UTC,Yes
27128700,c cryptography mount permissions,mount2 write permiss encrypt partit,mount function problem except write file partit read em permiss read_onli know mountflag someth fix problem? tri mountflag ms_rdonlyand opposit one ~ms_rdonli work thank,,crypt|encrypt,2014-11-25 13:59:39.26 UTC,Yes
11453840,encryption md5 passwords php,password decrypt work pass url,use follow techniqu encrypt/decrypt password code work page pass encrypt password url anoth webpag someth decrypt back origin form use key get garbag data result think someth url encoding/decod problem ? solv this? thank,guess right urlencod pass paramet attach querystr urldecod decrypt happi coding! url repres space want pass arbitrari data url especi data contain special charact put url,encrypt|crypt|md5|password|encode|decode,2012-07-12 14:17:00.717 UTC,Yes
47991509,ftp ftplib pysftp python sftp,python ftp util enabl ssh-dss public key algorithm,work python script ftp connect unabl connect ftp ftplib.ftp pysftp manual ftp connect work must enabl dss-ssh algorithm disabl default current openssh version.which configur miss script? manual connect script use pysftp stack trace use python 3.4.3,sftp ftp two complet unrel protocol cannot connect ftp protocol ftplib sftp server pysftp/paramiko work post new question specif pysftp/paramiko detail,sftp|ssh|public key|scripting|openssh,2017-12-27 11:39:44.077 UTC,Yes
3240099,forms php security,php secur form,contact mail form websit want make form secur enough best job hide php variabl sent post anoth page sampl link idea ? secur - mean data safe sinc user insert person data passport number ssn ect want data safe read somewher inject peopl take data sent form think clear,requir user appli captcha sign make harder bot mail form sent mail predefin adress possibl accept post prevent csrf disallow html mail http protocol best solut spamer protect captcha pass variabl one server anoth make protect use encrypt anyon mention http ? make form get submit use http protocol data transpar encrypt mean need anyth decrypt php work secur mean rel protect spammer one good thing among mani other email input field end user put reply-to actual enforc valid mx entir certainli comprehens solut help great deal cut autom submiss html purifi owasp html purifi html purifi standards-compli html filter librari written php html purifi remov malici code better known xss thoroughli audit secur yet permiss whitelist owasp open web applic secur project owasp name activ owasp foundat,security|safe|inject|captcha|signing|csrf|spam|protect|encrypt|crypt|validate|owasp|malicious|xss|audit|whitelist,2010-07-13 18:11:30.64 UTC,Yes
50618431,dependency-injection javascript reactjs typeof typescript,assign class properti new => type,hierarchi call constructor class name signatur error . follow code produc error? version class,case close signatur invalid most-bas class never ever constructor type figur constructor one paramet .and thu type declar properti invalid,inject|scripting|signing|signature|validate,2018-05-31 06:58:15.32 UTC,Yes
48615228,bash buildkite rsa ssh,privat ssh key content cli argument,follow exampl buildkit chart look specifi content privat key use problem give invalid format longer newlin word env variabl look instead gener privat key pass content privat key command line,,rsa|ssh|private key|validate,2018-02-05 02:50:34.057 UTC,Yes
37457427,appdirect httpurlconnection java oauth signpost,get 401 sign http messag signpost,"integr web app appdirect ,for creat java rs api use jersey subscrib event map contain oauth valu key secret sign request event url issu sign fetch get valu oauth eventurl expect try issu sign fetch use librari signpost follow code error messag tri follow test valu url = https://www.appdirect.com/api/integration/v1/events/dummyord dummykey = dummi dummysecret = secret;but got result pleas fix it? tri ad tri author properti",behavior servic test via postman chrome extension.if use oauth provid need valid api-key appdirect secret btw second screenshot show need send oauth token appdirect https://www.appdirect.com/api/integration/v1/events/dummyord author url accord note add propersecret key appdirect oauth server return valid token address appdirect repositori send key-secret request,oauth|signing|integrity|authorise|validate,2016-05-26 09:55:51.437 UTC,Yes
40382682,java trustmanager truststore,reload java truststor programmat,read quit lot topic seem imposs sure one opinion case:web applic connect programmat one http servic servic dynam certif frequent updat applic updat truststor new certif without restart applic import new code implement http connect henc integr seamlessli tri luck overrid default java trustmanag help appreci edit tryi solut propos comments/answ still need restart tomcat afterward,seem question answer programmat import ca trust cert exist keystor file without use keytool think issu realli truststor keystor thing use keymanag privat key client authent typic use real sign author trustmanag server authent alway done full tls connect programat still keystor truststor aspect hope correct post comment post want mention method potenti answer help solv problem articl tell us creat new sslcontext contain wrapper reloadablex509trustmanag around standard x509trustmanag https://jcalcote.wordpress.com/2010/06/22/managing-a-dynamic-java-trust-store/ whenev client/serv authent checkclienttrusted/checkservertrust x509reloadabletrustmanag call relat method x509trustmanag within fail certificateexcept thrown reload truststor make anoth attempt reload actual replac x509trustmanag new instanc sinc cannot touch certif within person vari articl slightli within checkclienttrusted/checkservertrust reloadablex509trustmanag check truststor modifi file modifi timestamp modifi creat new trustmanag new truststor call checkclienttrusted/checkservertrust embed x509trustmanag reduc number file i/o request kept track timestamp last check truststor restrict poll interv truststor minimum 15s believ method slightli better allow authent take place current truststor certif remov origin method still allow applic continu trust client/serv even relat certif was/wer remov edit retrospect think reload process made thread-saf cannot find anyth indic checkclienttrust checkservertrust method within x509trustmanag design without thread-safeti mind fact checktrustedinit method default x509trustmanagerimpl class synchron block - hint function must made thread-saf,trust|certificate|integrity|private key|authentication|signing|authorise|tls|thread-safe|safe,2016-11-02 14:38:28.453 UTC,Yes
34682894,cryptography java,java rsa decrypt privat key give badpaddingexcept,today wrote code encrypt string aes encrypt key rsa try decrypt everyth java give badpaddingexception.her code test.java keymaker.java encrypter.java decrypter.java,decrypt decod base64-encod string byte decod encrypt take byte encrypt encod base64 like problem lie strang enough seem perform base64 oper necessari exampl encrypt byte string encrypt base64-encod byte,crypt|rsa|private key|encrypt|aes|decode|encode,2016-01-08 17:38:32.77 UTC,Yes
15831936,php sql-injection,sql inject php sprintf numer valu,tri make queri safe sql inject luckili variabl target integ float wonder case enough sprintf even use mysqli_real_escape_str made test moment look good sinc pars input float/integ sql statement execut hack this? look easi wonder :d,check number int float return valu enough sprintf yes prepar statements? give better protect fron sql inject plu improv queri perform reus,sql-injection|sql injection|safe|hack|protect,2013-04-05 10:47:06.4 UTC,Yes
50009375,.net hash md5 php vb.net,convert .net hmacmd5 hash php equival,.net code tri convert php current php use understand php function hash_hmac correct function specifi md5 howev test case produc differ hash result understand .net code return array howev array valu complet differ php result .net code ascii encod paramet alreadi verifi php code produc encod result hash produc differ result test encod result regard lead zero two digit number 021 vs 21 yes produc differ encod solv hash problem tri exampl vb .net variabl valu php hash result alreadi confirm encod php produc .net,figur case anyon come across given exampl vb .net code regard api authent see code involv ascii encod data password byte array need step tri replic code php php alreadi inher store string byte array alreadi valid utf-8 format basic skip encod step simpli plug param go param string need chang last param fals depend api told true common scenario api gener expect hash binari base 64 encod hope help someon,hash|md5|hmac|encode|authentication|password|validate,2018-04-24 19:20:06.583 UTC,Yes
28939351,algebra c cryptography modulus,fast multipl modulo 2^16 + 1,idea cipher use multipl modulo algorithm perform oper without gener modulo oper modulo truncation? context idea zero interpret mean zero argument multipl cannot result save one bit store valu bit pattern wonder implement effici whether possibl without use standard modulo oper,first case either zero case interpret valu 2^16 therefor elementari modulo arithmet tell us context idea multipl invers 2^16 still 2^16 lowest 16 bit zero gener case much easier seem took care 0 special case 2^16+1 0x10001 put togeth util fact n-1 % n == -1 thu 65536 * % 65537 == -a % 65537 -a % 65537 == -a + 1 mod 65536 0 interpret 65536 problem result 0 luckili test suit confirm actual be. output none,crypt|cipher,2015-03-09 10:06:57.473 UTC,Yes
27558625,aes c encryption-symmetric openssl string,aes_cbc_encrypt 128 openssl properli ubuntu,still find hard work memori c read text file store line text contain name random string 40 charact exactli 2 buffer char buffer1[128] char buffer2[128] use fscanf peopl seem dislik later need take string without pad empti space rest buffer encrypt use aes-cbc-128 later decrypt md5 name gener key 16 byte encrypt process random initi vector 16 byte encryption/decrypt work fine almost type string 40 char aes encrypt function i.e string decrypt later correctli extra gibberish charact appear beforehand pass buffer contain string function decrypt come gibberish charact word work try make buffer small enough contain string exactli char buffer[40] encryption/decrypt work try make char buffer[41] termin string c core dump error.i still c noob figur wrong!n.b 48 byte encrypt length multipl aes block size 16 byte work 40 byte encrypt length data encrypt almost work said pleas explain aes_cbc_encrypt properli all! use openssl test code alice.txt contain yve e9d0eefc4c6dd81f2a7bde99cce833fb7b2bdd6dadam d6c33f73ec7175aea67dec98427b42aaf6e5e04cdavid f58eeb1ddb9511a3f220a4b10f01f88260bc99abumbert f6a6127e6562c5816433fb3b7c341c45a8805dcbvictoria ccf10aa4a4725c964fff78ba3694393ade1d7b6cnick c8030118eb5e037f6131d9bb5b1bef0a3f2ac458xiaofeng e9b45ecae2f42d59b90eacb2ca8e75a969a7efabev d8da8bc812d9cd72b91eb7af49d099a9be85ab43bob cc039d2746a3c55e4ba1dcee46f329e4ca7e0a1aflor c2dfd6650343659bfb530fe719139ab4d3f2bedcherbert cdcb4196e8ca9002219ec7a8f372911501bd1bbdivi e53bc8df9a81bdd881e5352bce11a2bf0f33236bjack c5213b5f8dc334010586fb094a63d50a7572470eosvald d0fbd9b2102df6c41c8b26f25af3e18acf2bd27csteven c9a3ab53faa9e8243a63ebdc3257d1c8ccec7d1ckevin d7c6774e65dbb8f312f50183c87d67bc6fbf7bedgavin f4c1945162294dd902c6bc11ee23bf8b682ac6c9luk df2fd780e13f9511411ec92b476d167a6d9f334amartin fe6d5175d3b6e49b6649dbd6f21559f15847ca31pippo da908468dbe291e4ddeb082e36e9f5bb316a3c3crichard ec26ff6b364c51dca5a7cb5d711bcc85946d2517troy f1165be81e08b38a42c582a8f25c2cc382233f3dzach ef19bed4fd6732c92437a3f65c4be69a5010994dwilliam ec74aa8c93aa32eff85ec4437f50f1f86aecac29charli c86d2f8a3ef1f03127628c7cf9c6d9fb730dacbf call alic main test,manag figur grave mistak line function appar use 48byte encrypt decrypt otherwis work wrong use encrypt 40byte decrypt manag decrypt part string correctli rest still gibberish charact ・・ val37 struggl bad document api openssl realli help function implement assembl even sourc help abl identifi mistak made state take bit-siz second paramet byte key must exactli size 16 24 32 byte given must start encrypt decrypt 2 whole exampl work sha1 16 byte 128 bit coincid initi vector get chang encrypt oper add addit data block chain sinc follow 3 use chang vector decrypt without reset first decrypt return gibberish charact exampl took code threw anyth unnecessari extract encrypt/decrypt oper clear import part work buf read write see init_vector get copi local keep origin constant similar decrypt code chang fscanf focu ask problem instead confus peopl one expect extrem care key size crash lot dangl zero string awar addit take look evp symmetr encrypt decrypt xts key 512 bit,aes|encrypt|crypt|openssl|cbc|md5,2014-12-19 01:41:48.717 UTC,Yes
22536466,event-log powershell,powershel return usernam secur log,script return user name date logon type messag secur log event ids 4624 4634 logon type 2 problem return part usernam e.g usernam aaaa.bbbb return aaaa user name cccc return cccc entir usernam pleas,exampl data work event 4623 4634 found properti properti toxml method result system.diagnostics.eventing.reader.eventlogrecord quit help much help tri manual pars messag content try lengthi writeup pull event data ashley mcglone good luck,username|security|scripting|user name,2014-03-20 14:44:14.383 UTC,Yes
37379824,bitbucket git ssh wercker,git submodul init werker,problem submodul execut error took exampl document page.i understend ssh key get git repositori bitbucket.org.a far understood need var name ssh key fingerprint bitbucket.below code piplin - name var ssh key exist put ssh key bitbucketwher mistak,problem initi workaround remov fingerprint add-to-known_host step work warn secur shortli found bitbucket document list differ fingerprint use rsa md5 list document work,ssh|fingerprint|security|rsa|md5,2016-05-22 21:25:06.08 UTC,Yes
36483923,api-key curl http-authentication json php-5.3,json authent api key,make script run cronjob supposs fetch json order process script moment look get written code file even tho credenti correct miss someth ? edit privat app section shopifi give exampl url format script look still get error,turn syntax error forgot updat new url variabl end look,authentication|scripting|credential|forge,2016-04-07 18:04:01.973 UTC,Yes
