postid,tags,title,question,answers,Related
68,pr,Add a fuzz test,Add a fuzz test This test tries to produce a million messages to a Kafka cluster that is simultaneously being screwed with by a separate thread that randomly kills of of the nodes waits seconds restarts the node waits another seconds and repeats Hopefully this will flush out hard to find bugs,,Unsure
28822,issue,saltenv url-parameter not working in file.managed for salt:// sources since 2015.8,saltenv url parameter not working in file managed for salt sources since Until this feature was working fine Since the source file is not found anymore When I use env instead of saltenv a DeprecationWarning is returned that I should use saltenv instead but the file is not found either,thanks for the report I can reproduce this I am experiencing the same issue and can trace it back to d e ba ec e baa cd cd where the function changed so that it would start calling which does not implement any type call to look at the saltenv query parameter I can see that you have added this functionality to the function so I ve added it to also but this means it would be called twice for a call It would be good to confirm if it needs to be added to all the other cp functions or if it should be moved out to the file module thanks for your research and work on this I changed all of the salt url handling in develop before Beryllium was forked and so only modified code that was already there If the env needs to be split out of the URL in then it should also be split in compare I am not very familiar with the workings of the module and the fileclient so I can t say anything about where else this may also need to be but the efficiency effects should be minor As your pull request was submitted against develop I added the backport label I have fixed the RemoteClient function in This issue has been automatically marked as stale because it has not had recent activity It will be closed if no further activity occurs Thank you for your contributions If this issue is closed prematurely please leave a comment and we will gladly reopen the issue,Unsure
5502,issue,Enable user namespaces in the Debian package,Enable user namespaces in the Debian package Lots of users are having problems e g installing Brave on Debian because of the extra step of enabling user namespaces Maybe we should do it for them by shipping a file containing kernel unprivileged userns clone and then doing a in the postinst script,Perhaps we should do this in to avoid having to patch the Chromium source Fixed in the package i e not tied to a particular release could that new package update have caused this just curious I cannot figure out how to fix this and am wondering if it s normal thanks Yes we had a problem with version of the package This should be fixed in though Try,Unsure
2367,pr,[ZEPPELIN-2584]. Livy doesn't work under kerberos and ssl,ZEPPELIN Livy doesn t work under kerberos and ssl What is this PR for We found that Livy doesn t work under kerberos and ssl this is due to a bug when constructing KerberosRestTemplate This PR fix this issue What type of PR is it Bug Fix Todos Task What is the Jira issue How should this be tested Unfornatelly it is difficult to add system test so I manually tested it in a secure cluster Screenshots if appropriate Questions Does the licenses files need update No Is there breaking changes for older versions No Does this needs documentation No,Mind to review this Thanks Generally looks good will test it out in one of my test clusters and update this thread Took me a while to configure and but looks good works on my local Thanks will merge it if no more discussion The failed test is not related,Unsure
861,pr,Update arc hash,Update arc hash Pulls in the,This is automatically updated every time I commit a PR shouldn t be needed Apologies had no idea wasn t documented,Unsure
3513,issue,IKEv2 Authentication credentials are unaccptable,IKEv Authentication credentials are unaccptable Hi I made for All certificate settings correctly But I have given IKE authentication credentials are unacceptable error message when i connect via always on vpn I have checked all Possible solution Verified that the server certificate includes Server Authentication under Enhanced Key Usage Verified that the server certificate is still valid Verified that the CA used is listed under Trusted Root Certification Authorities on the RRAS server Verified that the VPN client connects by using the FQDN of the VPN server as presented on the VPN server s certificate But i couldn t find solutions,,Yes
603,issue,这些功能很多没有开放，是hack出来的吗？,hack hack,itchat itchat,Unsure
55119,issue,ssh connection closed,ssh connection closed SUMMARY ISSUE TYPE Bug Report COMPONENT NAME ANSIBLE VERSION CONFIGURATION OS ENVIRONMENT STEPS TO REPRODUCE EXPECTED RESULTS ACTUAL RESULTS,It would be nice if you can add some details about the problem you are facing and reproducer Thanks needs info As stated above please create a new issue with details on how to reproduce the issue and complete output from running Ansible If you have further questions please stop by IRC or the mailing list IRC ansible on irc freenode net mailing list,Yes
13917,issue,Memory growth issue about crypto module.,Memory growth issue about crypto module Thank you for reporting an issue This issue tracker is for bugs and issues found within Node js core If you require more general support please file an issue on our help repo fill in as much of the template below as you re able Version output of Platform output of UNIX or version and or bit Windows Subsystem if known please specify affected core module name If possible please provide code that demonstrates the problem keeping it as simple and free of external dependencies as you are able Version v v Platform Linux el x SMP Tue Jun UTC x x x GNU Linux If I run cipher related function many times I can see memory growth even though execute gc manually To be more specific if I use cipher final it causes memory growth Below is test code,Define memory growth How and what do you measure I mean memory leak I just run that code and the result was like attached picture Okay but what is Memory used RSS JS heap something else It s not unexpected that the memory footprint grows over time because the garbage collector periodically resizes the heap As long as you don t get actual out of memory errors there probably is no memory leak I took memwatch result of heap diff and rss I executed times in a loop If this is not a memory leak why memory usage is growing My test approach was wrong Now we re getting somewhere So it s RSS that steadily grows while the JS heap only grows in fits At what interval did you record those samples Since you are on Linux can you check if your issue is In a nutshell disable transparent huge pages if they are enabled I recorded every executions I will check the link you mentioned Already turned off gentlejo cat sys kernel mm transparent hugepage enabled always madvise never RSS is only increasing when I called method If I don t call method RSS is not increasing Can I free or prevent RSS increasing Thanks I was able to reproduce I ll look into it Do we know if this is a regression and if so when it was introduced Not a regression AFAICT It s been present ever since authenticated mode support was added in commit e d ea from November,Yes
2024,issue,sandbox paths are too long,sandbox paths are too long from our jenkins build Caused by org h jdbc JdbcBatchUpdateException Value too long for column SITE PATH VARCHAR home jenkins cache bazel bazel jenkins d ecb efd ed f e c a f fde bazel sandbox d a a f d f a b ddab ad c SQL statement UPDATE system config SET would it be possible to compress the path components You could easily get shorter names without losing randomness by using base Also do you really bits of randomness Can t you just use a bit incremented counter,is this still under investigation It s probably easy to fix just replace the UUID with something like mdktemp We don t need the randomness we just need a unique directory That could indeed be made much shorter Will put it on my list of things to fix This was fixed some months ago by replacing the UUID with a counter,Yes
463,issue,Firstpass projects and unsafe code,Firstpass projects and unsafe code Hi all Why unsafe from rsp files does not applied to firstpass projects In CsprojAssetPostprocessor cs exists two functions IsPlayerProjectFile and IsEditorProjectFile but they do not know nothing about firstpass projects,Can i help you with something No thanks I have already consulted with Unity team You are right it should affect all projects Will be fixed shortly Do I understand correctly smcs rsp and gmcs rsp Don t work for firstpass projects I made a fix it will be merged during this week I expect it will be public in a nightly build also this week Nightly builds are available via JetBrains toolbox I saw your fix But in that fix smcs rsp and gmcs rsp affect only on Editor and Player projects mcs rsp affect on all projects Is it correct behaviour Why smcs rsp and gmcs rsp don t apply settings to firstpass projects I thought you are using mcs rsp It appeared to me that smcs and gmcs are for Unity prior to What version do you use I use Unity and msc rsp But i think it s inconsistent behaviour If this is not a problem then I m satisfied with the fix I used gmsc and smsc early We got that gmcs smcs logic from I don t want to change it unless someone really requests it Fix must be in the nightly build,Yes
9545,issue,Add test for multibyte characters encode on URL bar,Add test for multibyte characters encode on URL bar Describe the issue you encountered Add a webdriver test for multibyte characters encode on URL bar Paste to URL bar and go The URL should be encoded,,Yes
6789,pr,remove overwritten keys from hashes,remove overwritten keys from hashes This fixes I chose to delete the overwritten hash values rather than merge since it was clear that the overwritten values were never tested since they had no effect Verification x Visual code inspection the fixes are fairly obvious On an up to date Kali rolling VM verify that msfconsole does not throw warnings with the system ruby when running a fresh metasploit framework checkout with this PR OR x You can also simulate Kali s environment with RVM by updating to ruby by modifying ruby version reentering the directory following rvm s instructions then bundling the gems again,,Yes
2036,issue,Detox Running on IOs wants to login once on the application  per each execution,Detox Running on IOs wants to login once on the application per each execution HI I m working in an application which has a login at the beginning for that I need a particular code retrieved from the backend I need to ask for it only once for each execution so I need to go to login only time and then send to background the application and get it from there to run the rest of the scenarios I was trying to fix the spec for login to run it first I know is NOT a good practice there is any way in which I can do that As a plan B I was going to check on the before all on each spec to login or not not nice either but is an option My main question is the next one having that in mind I sent it to the background each time a spec finish and getting from background each time spec starts but I noticed that between each spec execution the app start fresh I m guessing somehow the login information is clear from cache or something like that Can you help me with the setup for it On the init I have the following and on the specs I m doing this As far as I know is better to used reloadReatNative instead of launchApp Here the purpose is to refresh before run each test on this spec,We use the issue tracker exclusively for bug reports and feature requests This issue appears to be a general usage or support question Instead please ask a question on Stack Overflow with the tag Feel free to post your Stack Overflow question here for more visibility We ll take a look at it For issues with Expo apps it is most likely not an issue with Detox itself but with the Expo runtime or with incorrect Detox setup For support on how to use Detox with Expo you should contact the Expo team or the Expo community For more information on bots in this repository read this,Yes
615,issue,Question: Is Protobuf thread safe when serializing and deserializing Lists?,Question Is Protobuf thread safe when serializing and deserializing Lists Is Protobuf Thread safe when Serializing and Deserializing IDictionary and IList,That s an impossible question to answer since it really isn t up to the serializer it is up to the list dictionary whatever and I can t tell anything about the concrete implementation if it is an interface Gowever As a general rule no This however is not specific to serialization If you ask in the general case whether something is thread safe then the only safe answer is no If you can discuss the specific collections and competing operations then there may be cases when the answer is yes For example to take the trivial case it you are serializing an ImmutableList T the answer is going to be yes Can you be more specific What is the actual scenario here Dictionary and List to be specific Those types are not thread safe So if you have other threads mutating them expect pain But that isn t the serializer that s the types themselves Usually when deseriazing nothing else is touching the same objects So it isn t an issue Is there a specific threading scenario you re cautious of here Having Serialization on a seperate thread from where the objects are potentially being changed Specific use case is here I m not going to try and read all of that to infer the threading model Fundamentally you re on very rocky ground doing anything concurrently on most types without strong inbuilt concurrency guarantees List and Dictionary do not provide strong concurrency guarantees So again my default here is this could bite you But it isn t really anything to do with the serialization library there s nothing it can do to impact things here since it doesn t control the types you give it,Yes
15199,pr,bpo-37807: Make hash() return a non-negative number.,bpo Make hash return a non negative number ,Please could you also update the documentation for the numeric hash The old docs are no longer true with this change I do not know what words to use for documenting the changes in the algorithm I have added a comment so now can be edited via browser could you please help with documentation But I am not sure that this change should be done I do not know what code will need returning a non negative number I withdrew this suggestion due to the suggestion that the implementation details became guaranteed,Unsure
6271,issue,The use of the transport key,The use of the transport key I just want to ask when and how the transport key is being used It is also missing the key exchange of the transport key and the device key Document Details Do not edit this section It is required for docs microsoft com GitHub issue linking ID db a cc f dc e Version Independent ID a af c fff f Content How Windows Hello for Business works Device Registration Microsoft Content Source Product w Technology windows GitHub Login Microsoft Alias mapalko,Device Registration is a prerequisite for Windows Hello for Business but it is a separate topic from WHFB itself For more information on device registration you should refer to the device registration docs Hello The issue is being closed since your question seems to be answered Feel free to re open this issue if you feel that it hasn t been answered or that there are further suggestions to improve the documentation itself Thanks,Yes
2450,pr,Fixes #10785 - force encoding for encrypted fields,Fixes force encoding for encrypted fields Some info in the ticket error only appears on sqlite,Any test to reproduce it our unit tests actually cover this already you can grep about warnings in our logs during the test run Pushed the issue is in the PasswordEnrypt perhaps it returns this US ASCII that causes these warnings The unit tests could check the encoding of the resulting root pass though Oh yeah sure Done Tests are failing Okay good points amended the change Please check the test failures on Ruby Merged as e f thanks,Yes
3930,issue,How do I set the login expiration time?,How do I set the login expiration time How do I set the login expiration time,Once a user logs in a Session object is created containing a createdAt and expiresAt parameter The expiration time defaults to year from creation and I m not sure if you can change that somewhere What you could try Fetching the Session object and overwriting the expiresAt time Creating a Cron job that would delete old Sessions every day Can I change the default expiration time B QQ Original From Martin Herman Date Wed Jun PM To parse community parse server Cc lxq Author Subject Re parse community parse server How do I set the login expirationtime Once a user logs in a Session object is created containing a createdAt and expiresAt parameter The expiration time defaults to year from creation and I m not sure if you can change that somewhere What you could try Fetching the Session object and overwriting the expiresAt time Creating a Cron job that would delete old Sessions every day You are receiving this because you authored the thread Reply to this email directly view it on GitHub or mute the thread This is controlled with the config property if mounting parse as express middleware or with the environment variable This issue has been automatically marked as stale because it has not had recent activity It will be closed if no further activity occurs Thank you for your contributions,Yes
33043,pr,begin moving salt over to using openstack-infra/shade for openstack libraries,begin moving salt over to using openstack infra shade for openstack libraries What does this PR do Moves keystone module nova cloud driver and swift over to using shade for their library Tests written No,ugh lint Some lint errors here I found something really broken in this,Yes
477,issue,Error: ../deps/openssl/openssl/ssl/s3_pkt.c:1293:SSL alert number 48,Error deps openssl openssl ssl s pkt c SSL alert number To get the title error message Reproduction Steps create a secure websocket from server with pem generated certificates and no crt connect with chrome when you see The site s security certificate is not trusted click Proceed anyway connect with firefox note that as soon as firefox displays the This Connection is Untrusted chrome instance s websockets is are instantly disconnected myWebSocket on error shows nothing but myWebSocket socket on error displays the following error message Error error SSL routines SSL READ BYTES tlsv alert unknown ca deps openssl openssl ssl s pkt c SSL alert number Note this does not happen the other way around ie with chrome booting firefox instances from the server Most likely something about firefox client certificates when the server has no crt on are causing openssl to choke This does not happen with and insecure websockets Final notes I suspect this is likely a bug in node not ws but I figure only your team is qualified to pass this bug on to the node team after verifying this isn t a problem in ws js It was also an annoyance that initially no error message was generated from wsjs when the websockets were inexplicably disconnected In was only listening to the base socket in the websocket that displayed this error While most low level errors are perhaps more than your library should pass through to the user perhaps lower level errors that cause disconnects should be passed through Node Version console log All System Versions JSON stringify process versions null t node v uv zlib modules openssl l Related package json versions ws pem OS version cat etc release DISTRIB ID Ubuntu DISTRIB RELEASE DISTRIB CODENAME precise DISTRIB DESCRIPTION Ubuntu LTS NAME Ubuntu VERSION LTS Precise Pangolin ID ubuntu ID LIKE debian PRETTY NAME Ubuntu precise LTS VERSION ID OpenSSL version dpkg s openSSL Package openssl Status install ok installed Priority optional Section utils Installed Size Maintainer Ubuntu Developers ubuntu devel discussArchitecture amd Version ubuntu Depends libc libssl Suggests ca certificates Conffiles etc ssl openssl cnf ce ab bf c a e e Description Secure Socket Layer SSL binary and related cryptographic tools This package contains the openssl binary and related tools It is part of the OpenSSL implementation of SSL You need it to perform certain cryptographic actions like Creation of RSA DH and DSA key parameters Creation of X certificates CSRs and CRLs Calculation of message digests Encryption and decryption with ciphers SSL TLS client and server tests Handling of S MIME signed or encrypted mail Original Maintainer Debian OpenSSL Team pkg openssl devel,One addition I forgot to mention the disconnect code from the websocket when this happens is ie CLOSE NORMAL However as the report indicates this is certainly not a normal close Call stack for reference ERROR T Z Error error SSL routines SSL READ BYTES tlsv alert unknown ca deps openssl openssl ssl s pkt c SSL alert number at TLSSocket onError home jeremy Projects EmpathicCivGameEngine engine private scripts NetworkServer js at TLSSocket emit events js at TLSSocket tlsError tls wrap js at TLSWrap ssl onerror tls wrap js I can confirm that I was able to reproduce the issue on Arch Linux with node v Well indirectly I had a user of my socket io powered software complain about this error message investigated and was able to use a similar setup to what you described to reproduce it The real kicker here is that it seems to reset the entire HTTPS server kicking any clients that were connected before Actually it appears to just kill a random other socket I m also inclined to believe this is an issue with node I was able to reproduce it even when forcing socket io to use long polling rather than websockets and I was NOT able to reproduce it with node v I was trying to come up with a minimal test case but had trouble coming up with an example using This looks more like a bug in node core than a bug in ws as none of the stack traces point or originate from ws Also it s is known that there issues when using self signed certificates in combination with websockets safari also has it s fair share of issues with it And it makes sense for the browsers to kill the connection from a security point of view I agree it makes sense for Firefox to abort the connection What does not make sense is killing the connection of a random other client on the server It s worth noting this does not only happen with self signed certificates when the problem was reported to me it was caused by someone who for some reason didn t have a particular CA in their Firefox trust store These things said I think it is likely an issue with node core and we should bring the discussion over to that project Calvin On Apr at Arnout Kazemier notificationswrote This looks more like a bug in node core than a bug in ws as none of the stack traces point or originate from ws Also it s is known that there issues when using self signed certificates in combination with websockets safari also has it s fair share of issues with it And it makes sense for the browsers to kill the connection from a security point of view Reply to this email directly or view it on GitHub There seems to be more movement on this in iojs io js issues iojs is as most of you will probably know a fork of nodejs and some changes fixes are ported from one to another,Yes
3128,issue,[Packager] Resolve assets based on platform.,Packager Resolve assets based on platform So i have image named on ios and android While loading the image on ios it is picked up the same image from android which is having a different height width than what i expect on ios I just added a console log from Bundler and the path seems to be of android packager asset true isStatic true path Users chirag Desktop lrn lrn android app src main res drawable hdpi js l icon png uri js l icon width height deprecated true cc going by commits in bundler index js,I think this should to be fixed when we ship the new asset system FYI I m using the master branch Any ETA for the new asset system to land on master No ETA yet but it s being worked on Haha can t believe i really asked for an ETA here I guess i just wanted to ask casually Thanks for the reply I will wait for it closing this one in favor of the new asset system,Unsure
1105,pr,Changed protected->public for getJSMainModuleName,Changed protected public for getJSMainModuleName Fixes errors when implementing on android because getJSMainModuleName is now public,Nevermind this is true with but not original react native,Unsure
13154,pr,Check whitelisted paths #13107,Check whitelisted paths Description A follow up on which forced the path to EXIST as well Path resolve strict False does not require the path to exist it will resolve as far as possible The oiginal code has Path parent resolve strict True so have to enure the parent exists and not just as far as possibe Related issue if applicable fixes Checklist x The code change is tested and works locally x Local tests pass with Your PR cannot be merged unless tests pass If the code does not interact with devices x Tests have been added to verify that the new code works ex requir,That work not with Python A real fix if to check if the path exists and if not it use the parent for validate like before,Yes
263,issue,"is it can batch open ssh like iterm2's ""open all profiles""  ",is it can batch open ssh like iterm s open all profiles or can add this feature,,Yes
71,issue,Add RenameFields setting to control how fields are obfuscated,Add RenameFields setting to control how fields are obfuscated As titled,Closed via,Unsure
3993,issue,mitmweb event log doesn’t show messages at level higher than info,mitmweb event log doesn t show messages at level higher than info Problem Description I ve seen the but I still have this problem I think you haven t solve it Steps to reproduce the behavior The steps to reproduce the behavior is the same as System Information Mitmproxy Python OpenSSL OpenSSL j Nov Platform Linux generic x with Ubuntu bionic,,Yes
50,issue,:message ignored by validates_date,message ignored by validates date Specifying a message for example The error message will still display the message in the locales translation file or complain about a missing translation This is using the mongoid ODM I do not know if ActiveRecord has the same problem,Having found the specs that cover this areas I see that we need special keys In this case after message Not sure how I managed to miss that in the readme,Unsure
2833,issue,Support Extractor injection for HLS chunks,Support Extractor injection for HLS chunks Issue description When using Demo player in ExoPlayer version to playback the HLS stream the player is stuck in loading mode after getting track information and not switching any further The same stream opens fine with Demo player in ExoPlayer version with all default settings Seems like the issue arises when there is a subtitle track inside HLS s TS chunk in this case CEA whereas the similar stream without subtitle track opens fine Are there any possible modifications in the code that could lead to this problem in the latest version Reproduction steps Try to open the stream in Demo player in ExoPlayer version Link to test content Link sent to dev e mail Version of ExoPlayer being used ExoPlayer Device s and version s of Android being used Nexus Player Nexus X A full bug report captured from the device,When the stream is saved as TS it is plays normally I also tried to disable the subtitle track but it didn t help Below is the extracted m u content found that it can be fixed by setting inside HlsMediaChunk java in createExtractor Is it possible to set this flag for HlsMediaSource or any media source or global non idr keyframe value for H reader the same way as for ExtractorMediaSource so the modification of library can be avoided in the future Not right now I ll use this issue to track Extractor factory injection Already tracked by,Unsure
152,pr,Resolve 2.4.0 warnings in safe backwards compatible way,Resolve warnings in safe backwards compatible way Like tom lord I wanted to resolve Ruby warnings This method is more backwards compatible and uses detection to figure out which class or should be extended,I m really happy you submitted this On Thursday I m running a class where merging this will help me illustrate the concept of continuous delivery I ll be merging this Thursday merging a few more of these Saturday and hopefully issuing the new version immediately after,Yes
11,pr,remove disruptive characters from email addresses and usernames,remove disruptive characters from email addresses and usernames Prevented emails and userNames from including generally unacceptable characters such as apostrophes which occur semi regularly when Faker generates last names such as o hara,Bump Fixed with a f c c b b f df Thank you for your contribution,Yes
31328,pr,Adding documentation for salt-ssh agent forwarding support,Adding documentation for salt ssh agent forwarding support I am the original author of the feature and it was pointed out that the feature lacked documentation So I have created this pull request to resolve issue,,Yes
7060,issue,SIMD Scalar move instruction should encoded VEX.L = 0 instead of VEX.L = 1,SIMD Scalar move instruction should encoded VEX L instead of VEX L Currently in RyuJIT genSIMDScalarMove when it s on an AVX system and useAVX is enabled SIMD scalar move instructions such as such as vmovlpd vmovlps vmovhps vmovhps and vmovss are been encoded as VEX L to be however JIT should ensure VEX L is for those SIMD Scalar move instructions For example following instruction vmovss xmm xmm xmm Currently it is encoded as C E E E This instruction is encoded as byte VEX form VEX L is bit on Byte For E as binary format VEX L bit The correct encoding should be C E A E because For A as binary format VEX L bit JIT should ensure VEX L here because encoding VMOVSS with VEX L may encounter unpredictable behavior across different processor generations,,Unsure
